study_version,item_id,topic_id,topic,condition_code,pipeline_family,freek_style,text,model,result_sha256
acl-1,T12-C2,T12,"Kunst, theater en cabaret",C2,script_opposition,freek,"Ik dacht: eindelijk cabaret over wonen, zorg en formulieren. Die man liet keurig pauzes vallen na elke pijnlijke zin. Toen zei hij: „Uw applaus wordt opgenomen als positief advies voor de sloop.”",gpt-5.6-terra,a24a7500d587963111b8ef1adf067619691b78a80b603bbe14def21bc8fd257e
acl-1,T12-E1,T12,"Kunst, theater en cabaret",E1,validated_gtvh,none,"De cabaretier opent met een verhaal over mensen die nooit weten waar de uitgang is; achter elke zijgang staat al een medewerker te glimlachen. Dan klinkt het alarmsignaal en hij roept: “Mooi, rij voor rij naar buiten—jullie waren het publiek van de ontruimingsoefening.”",gpt-5.6-terra,edb3a6ef7b9ff390f271ab5ef57de2f5cd55bc58c16bf1f9c30c63fe47740869
acl-1,T12-E2,T12,"Kunst, theater en cabaret",E2,validated_gtvh,freek,"Ik vraag de zaal wie nog gelooft dat bezuinigen pijn doet; iedereen lacht, want anders moet je huilen. De notulist aan de zijkant schrijft opvallend snel mee. Mooi, zegt de wethouder, uw gelach geldt als instemming.",gpt-5.6-terra,de54d09d20cdc237221c2a8909a0ee206476f285d99666bfaf89e936df8314ed
acl-1,T13-A1,T13,Migratie en de multiculturele samenleving,A1,baseline,none,"In onze straat vieren we nu alle feestdagen samen. Ik dacht: eindelijk verbinding. Maar mijn buurman zei: „Nee hoor, ik heb gewoon één kalender nodig waarop staat wanneer ik weer een vrije dag kan meepikken.”",gpt-5.6-terra,aa483e9ec61adc632d57a7a879a30f9e84f617e04a3903e8a51f7b15a53fbd47
acl-1,T13-A2,T13,Migratie en de multiculturele samenleving,A2,baseline,freek,"Ze zeggen dat de multiculturele samenleving vraagt om luisteren naar elkaar. Prima, maar bij mijn buren betekent dat: ik hoor nu in zes talen dat de boormachine pas zondag uit mag.",gpt-5.6-terra,0ef3831032edfd140ed2b6d2d87e2b10ce936e50f37d6ebc3a0fd38577e56ca1
acl-1,T13-C1,T13,Migratie en de multiculturele samenleving,C1,script_opposition,none,"Bij de welkomstavond zat iedereen in een kring met folders over school en werk; de tolk hielp zelfs met adressen. Toen zij fluisterde dat namen en stoelnummers waren doorgegeven, snapte ik ineens die presentielijst van de geheime dienst.",gpt-5.6-terra,9983bd2e1e6543b62a6f17cdae58d99ffd2d63c55592b8bb05f84876cd23dab1
acl-1,T13-C2,T13,Migratie en de multiculturele samenleving,C2,script_opposition,freek,"De wethouder zegt dat hij de frustratie heel goed begrijpt, terwijl iedereen naar de wachtlijst kijkt. Dan vraagt hij de nieuwe buurman op te staan, want een tekort aan huizen is blijkbaar pas opgelost als het een gezicht heeft.",gpt-5.6-terra,a1321f90b50594e0bdfd4826e623dc815870ef1517091ed110363f2e30de956f
acl-1,T13-E1,T13,Migratie en de multiculturele samenleving,E1,validated_gtvh,none,"Ik dacht dat het buurthuis een inburgeringsgroep had: de begeleider liet ons ‘goedemorgen’ herhalen en corrigeerde zelfs waar we moesten staan. Toen één man op het kruis zweeg en het lichtteken kreeg, zei ze: „Perfect, straks op voor het publiek.”",gpt-5.6-terra,88cb42a11abb4253b350ffd8674dac870970564ad66b5ec777c3c415529604f7
acl-1,T13-E2,T13,Migratie en de multiculturele samenleving,E2,validated_gtvh,freek,"De gemeente presenteert de maquette; op de kaart staan woningen, naast de grafiek volle klassen. De wethouder belooft eerlijke, onvermijdelijke keuzes. Vervolgens hangt hij bij elke geschrapte sociale huurwoning een naamkaartje van een nieuw gezin: buurman.",gpt-5.6-terra,a4d710fecaf2edf8496c641a3a1af386dd7625561c10fbceb409375f54849c99
acl-1,T14-A1,T14,"Klimaat, milieu en natuur",A1,baseline,none,"Ik scheid thuis zo fanatiek afval dat mijn vuilnisbakken meer persoonlijke aandacht krijgen dan ik. Gisteren fluisterde de GFT-bak: „Zeg, gooi je gevoelens er ook maar bij, die zijn tenminste biologisch afbreekbaar.”",gpt-5.6-terra,f7e5f6a10a147d056bb90036f2b068b8721d903005885d4757f2c4dd48588b1a
acl-1,T14-A2,T14,"Klimaat, milieu en natuur",A2,baseline,freek,"Ze zeggen dat de natuur zich aanpast aan klimaatverandering. Mijn buurman ook: hij heeft zijn tuin volledig laten verwilderen. Alleen noemt hij het geen biodiversiteit, maar een conflict met de grasmaaier.",gpt-5.6-terra,7b672beeeea9bc93776d5830d82452862d927d951713b2f29ac8f7c3de19a128
acl-1,T14-C1,T14,"Klimaat, milieu en natuur",C1,script_opposition,none,Dat bedrijf stuurde een persbericht over minder uitstoot en liet ons trots hun milieudashboard zien. Daarna vroeg de communicatiemanager of we allemaal één stapje naar links wilden: de rookpluim stond niet in het huisstijlhandboek.,gpt-5.6-terra,4e67aa98cbabb2428ebac85af523915dd672fb6528b157a42699fd903a3f2abb
acl-1,T14-C2,T14,"Klimaat, milieu en natuur",C2,script_opposition,freek,Op de inspraakavond kregen we een dashboard met groene pijlen en de opdracht onze opladers uit het stopcontact te halen. Daarna zei de wethouder dat de distributiehub niet meetelt wegens concurrentiegevoeligheid: zelfs de rook heeft blijkbaar bedrijfsgeheim.,gpt-5.6-terra,1bcb345d21424a0be9c73326acd02b9bfdf6b3689faf1496b5e765d2fa5b54ea
acl-1,T14-E1,T14,"Klimaat, milieu en natuur",E1,validated_gtvh,none,"Bij onze duurzame winkel helpt de eigenaar klanten producten vergelijken; hij plakt stickers, praat over besparen en laat ons tassen meenemen. Dan gooit hij een werkende blender in de container: op de sticker staat niet zuinig, maar tweede gratis: neem er drie.",gpt-5.6-terra,f9a5814c58d7fed0b756ca34a528d7dafabdd414ad77de3cf29c36350aab7467
acl-1,T14-E2,T14,"Klimaat, milieu en natuur",E2,validated_gtvh,freek,"De envelop met energiebespaartips zei dat korter douchen het klimaat helpt. Mijn buurvrouw hield de gordijnen dicht; de woningcorporatie noemde dat alvast isolatie. Toen scande ze de QR-code: subsidiefeest voor het datacenter, ruimte voor groei.",gpt-5.6-terra,18b467329cedf7501ee9cad683852a7be961bc87251e0d560efda71c6d997ec2
acl-1,T15-A1,T15,"Corona, afstand en sociaal contact",A1,baseline,none,"Tijdens corona zei mijn buurman: „We moeten anderhalve meter afstand houden.” Ik zei: „Prima, dan hoef ik eindelijk niet meer te doen alsof ik je planten interessant vind.”",gpt-5.6-terra,f61ab90ee10a6b38ffee0498326584d05342c4d1b11c61e0d93cc1b31d13abb9
acl-1,T15-A2,T15,"Corona, afstand en sociaal contact",A2,baseline,freek,"Tijdens corona moest je anderhalve meter afstand houden. Ik vond dat overdreven, tot mijn schoonmoeder vroeg of ik haar miste. Ik zei: „Nee, ik houd me gewoon aan de richtlijnen.”",gpt-5.6-terra,a444e5a18a73c21510dcb5a15ca147084224cda6704519f8e59103212c33f9af
acl-1,T15-C1,T15,"Corona, afstand en sociaal contact",C1,script_opposition,none,"Tijdens corona zag ik mijn partner eindelijk weer in het park. We bleven keurig uit elkaar staan, alsof we heel verantwoordelijk waren, tot zij mijn sleutelbos neerlegde: “Niet vanwege besmetting, ik wil gewoon geen bezoek meer.”",gpt-5.6-terra,1f46101005ffe28aeef863ba1956f5fb4a19adce0f11c6d559534774f68f4ff9
acl-1,T15-C2,T15,"Corona, afstand en sociaal contact",C2,script_opposition,freek,"Bij ons op kantoor staan de bureaus anderhalve meter uit elkaar, met gel bij de deur en een rooster voor frisse lucht. Tijdens de online check-in vroeg de manager waarom mijn cursor gisteren twaalf minuten stilstond. Blijkbaar moet vooral het toezicht goed doorwaaien.",gpt-5.6-terra,0cfac3269d4864521c639c0c9b649c168d37616f64e4401a1a48c980f9844fa9
acl-1,T15-E1,T15,"Corona, afstand en sociaal contact",E1,validated_gtvh,none,"Tijdens corona sprak ik buiten met iemand af: eerst klachten checken, anderhalve meter afstand, geen knuffel. We praatten heel beleefd, tot ze een envelop op het bankje legde: „Zo houden we ook emotioneel afstand: je verlovingsring.”",gpt-5.6-terra,509e048c4d0b2ff241dd5494d3e6f2abdaa6e08d5b3e194bd27e18b1e66605bb
acl-1,T15-E2,T15,"Corona, afstand en sociaal contact",E2,validated_gtvh,freek,"In de videovergadering vroeg de chef of iedereen hoorbaar was; mijn kind liep door beeld, want we moesten elkaar goed blijven zien. Hij sloot af: fijn dat iedereen thuis veilig zit; morgen blijft de camera de hele dag aan, dan weet ik dat niemand vereenzaamt.",gpt-5.6-terra,fedcc3a717f2980f31b1af41e59fd42b02829bef4c68120175b64d086bd495aa
acl-1,T16-A1,T16,"Sport, voetbal en supporterscultuur",A1,baseline,none,Bij onze club zeggen ze dat supporters de twaalfde man zijn. Klopt ook: na negentig minuten zijn er elf geblesseerd en staat die twaalfde nog steeds met bier te schreeuwen dat de scheids moet rennen.,gpt-5.6-terra,67347e3cb4010d726546c581d0a588295e94f5dc781dc541ca4c66fd99ca2d17
acl-1,T16-A2,T16,"Sport, voetbal en supporterscultuur",A2,baseline,freek,"Bij ons in het stadion roepen de supporters altijd: 'De scheidsrechter is blind!' Vorige week kwam er eindelijk een oogarts. Die keek één minuut mee en zei: 'Nee hoor, hij fluit gewoon voor jullie.'",gpt-5.6-terra,481fe2fbac93047b9d7dd3ef9460be2dee5f85baa58ee0f63956c0a9c1cf971e
acl-1,T16-C1,T16,"Sport, voetbal en supporterscultuur",C1,script_opposition,none,"Ik zag supporters met vlaggen en clubshirts precies tegelijk juichen na een schot naast. Ik dacht: wat een trouw publiek, tot de stadionomroep zei: „Terug naar emotie drie, en deze keer de sjaal niet voor je gezicht.”",gpt-5.6-terra,c7694cb5b5aa209283a26b187690799570e117093db20cdfdbb6aa6fc802c161
acl-1,T16-C2,T16,"Sport, voetbal en supporterscultuur",C2,script_opposition,freek,"De club zei dat we samen achter het elftal stonden, dus ik zette mijn sjaal om en volgde de slotfase. Toen mijn telefoon bij de gelijkmaker vroeg: ""Nu uitbetalen?"", wist ik: de club had geen twaalfde man, maar een helpdesk met sjaals.",gpt-5.6-terra,b4f5f3814e06d1471df9c4e83bae1354400568df127903db69284e812b071e87
acl-1,T16-E1,T16,"Sport, voetbal en supporterscultuur",E1,validated_gtvh,none,"Voor de aftrap besprak het vak de opstelling alsof onze club ervan afhing; iedereen droeg hetzelfde shirt. Na de winnende treffer stopte het gejuich ineens en liep iedereen achteruit. De megafoon zei: „Mooi, maar de camera miste jullie; nog een keer.”",gpt-5.6-terra,831b2f79dd6445479882774c96e0315a1f690e4103a51fbf86f42f2f9c1d6bae
acl-1,T16-E2,T16,"Sport, voetbal en supporterscultuur",E2,validated_gtvh,freek,"Na de ereronde bedankt de directeur de twaalfde man: nieuwe shirts, één familie, onvoorwaardelijke steun. Hij vraagt zaterdag extra hard te zingen voor de promotievideo voor buitenlandse investeerders: uw seizoenkaart blijft premium.",gpt-5.6-terra,1f1836dc9380676232665039a8154beb9d4e3a0798f575647f30ea850e1718ac
acl-1,T17-A1,T17,"Reizen, verkeer en mobiliteit",A1,baseline,none,"De NS zegt dat ik vertraging moet zien als extra reistijd. Prima, dan declareer ik voortaan mijn treinreis als vakantie: zeven uur op station Zwolle, all-inclusive zonder eten.",gpt-5.6-terra,531c0adaac54b54f48387e83040d50dd48e1f312c9a009ce5dda022c5ee58d35
acl-1,T17-A2,T17,"Reizen, verkeer en mobiliteit",A2,baseline,freek,Ik nam de trein omdat ze zeiden: duurzaam reizen begint bij jezelf. Na drie uur vertraging stond ik inderdaad helemaal stil bij mezelf.,gpt-5.6-terra,ad96a69cfdbc215d5f43401b44d315678fc11e432f27bbfc915139f09cf44df9
acl-1,T17-C1,T17,"Reizen, verkeer en mobiliteit",C1,script_opposition,none,Ik stapte in omdat de navigatie zei dat ik over tien minuten thuis zou zijn. Na drie rondjes rotonde zei de man met het klembord: “Parkeer maar tussen die auto’s.” Toen wist ik: mijn navigatie had me naar een rijexamen gestuurd.,gpt-5.6-terra,7373a43c37b02325240b302035ad41f9e6a2f4697980a1e9dab4aee1e1c87d98
acl-1,T17-C2,T17,"Reizen, verkeer en mobiliteit",C2,script_opposition,freek,"Mijn navigatie zag een rode file en fluisterde: „Drie minuten winst, neem hier de afrit.” Ik reed langs spelende kinderen een smalle straat in, over zes drempels. Daar klapte een bord uit: „Welkom, u bespaart drie minuten; de buurt betaalt contant.”",gpt-5.6-terra,6d9368c2cbf8bedad28643086139409a8666e8de00904985e954dea14ca90c90
acl-1,T17-E1,T17,"Reizen, verkeer en mobiliteit",E1,validated_gtvh,none,"Na de centrumafslag reed de bus drie keer om hetzelfde blok, terwijl de begeleider glimlachend onze polsbandjes controleerde. Bij de loods kregen we slaapmaskers. Hij zei: ""Geen paniek, de chauffeur kent de bestemming; wij zijn de verrassing.""",gpt-5.6-terra,edb5c35ce002538e9437de449b2920d7cd58905b492127e551a987e2d8b15654
acl-1,T17-E2,T17,"Reizen, verkeer en mobiliteit",E2,validated_gtvh,freek,"Op het perron kijken we naar een vertrektijd die beleefd opschuift, en naar elkaar alsof iemand nog verantwoordelijk is. Mijn werkgever krijgt automatisch bericht, de app zegt na veertig minuten: ‘U bent weer helemaal bijgepraat.’ Daaronder staat: ‘Accepteer gewijzigde werkelijkheid’.",gpt-5.6-terra,e583c94e70a79a1ea3f8c729ec7977fdb55b8fc79d1a0baf57df0acb379d6cc2
acl-1,T18-A1,T18,"Taal, woorden en misverstanden",A1,baseline,none,"Ik zei tegen mijn Nederlandse schoonmoeder: „Uw dochter heeft een geweldige uitspraak.” Ze glom helemaal, tot ik toevoegde: „Vooral als ze mij veroordeelt.”",gpt-5.6-terra,7ef4fe453ebda4ee0336755e06134484903f857169c887c2457b3aa46b9020df
acl-1,T18-A2,T18,"Taal, woorden en misverstanden",A2,baseline,freek,"Mijn buurman zei dat hij moeite had met de Nederlandse taal. Ik zei: ‘Dan moet je gewoon beter luisteren.’ Nu spreekt hij vloeiend gebarentaal, maar hij verstaat nog steeds geen woord Nederlands.",gpt-5.6-terra,4a23c2609e7b35edfc33695272ab34b8df8024e2644e36a75e25d8e739191e24
acl-1,T18-C1,T18,"Taal, woorden en misverstanden",C1,script_opposition,none,"Bij het verhoor vroeg de rechercheur waar hij gisteravond was. De verdachte antwoordde heel netjes: „Ik was thuis toen ik thuiskwam.” Zijn advocaat glimlachte, tot de rechercheur zei: „Mooi, u bevestigt dus dat thuis pas uw eindbestemming was.”",gpt-5.6-terra,3c9f73407d89fa78f1bcd8a27660cc2017bc3a1140b1a014c098885b34abae8a
acl-1,T18-C2,T18,"Taal, woorden en misverstanden",C2,script_opposition,freek,"Bij het loket zei ik: ‘Ik slaap tijdelijk bij mijn zus, want ik ben dakloos.’ De medewerker knikte, stempelde mijn formulier ‘passend’ en zei: ‘Gefeliciteerd, één nacht op de bank maakt u duurzaam gehuisvest.’",gpt-5.6-terra,c31ce0491b7027ce372564d063aa8e80e30e356e9943f67a97593bc114ccfd88
acl-1,T18-E1,T18,"Taal, woorden en misverstanden",E1,validated_gtvh,none,"Bij mijn mondeling vroeg de docent om uitleg; toen ik vroeg wat hij precies bedoelde, herhaalde hij alleen het gebruikte kernwoord en keek naar zijn formulieren. Ik weigerde te antwoorden: „Juist,” zei hij, „wie die formulering zonder bezwaar beantwoordt, zakt.”",gpt-5.6-terra,8640f2d0aed9a5e7d4679e5339a2b82fd2e779490a7e3588184e2d7e06479160
acl-1,T18-E2,T18,"Taal, woorden en misverstanden",E2,validated_gtvh,freek,"De gemeente schreef dat de tijdelijke sluiting van het loket mij zou ontzorgen; alles gebeurde zorgvuldig, in overleg, stond er. Toen belde ik het vragennummer. 'Uw persoonlijke ondersteuning komt daarmee te vervallen', zei men; twee dagen later kwam mijn verhuisdatum: ontzorgd.",gpt-5.6-terra,84a22e0d6487a4894553c2a5fa920e7ac4f48d10866abf4623b5b94390089f44
acl-1,T19-A1,T19,"Recht, politie en criminaliteit",A1,baseline,none,"De politie zei dat ik recht had op één telefoontje na mijn arrestatie. Dus ik belde mijn advocaat. Hij nam op en zei: „Prima, dan heb je nu nog maar één recht over.”",gpt-5.6-terra,c136a8ae53edaf520fb2872bcc2f1740873797c9e0076f6f76267ffcd288e14e
acl-1,T19-A2,T19,"Recht, politie en criminaliteit",A2,baseline,freek,De politie heeft nu een app waarmee je anoniem misdaad kunt melden. Ik heb hem gedownload; eindelijk kan ik mijn belastingaangifte doen zonder dat de Belastingdienst weet wie ik ben.,gpt-5.6-terra,1fa391663c6ca7eb57f53d649d8588cdf7cd749c99eb3aa558c135b4ff61cbb9
acl-1,T19-C1,T19,"Recht, politie en criminaliteit",C1,script_opposition,none,"Een man wordt uit een flat meegenomen terwijl een camera alles filmt. Op het bureau legt een agent zijn verklaringen netjes vast, tot de geboeide man zegt: „Wacht even, mijn angst was te klein; kunnen we terug naar de politieauto?”",gpt-5.6-terra,c32178a4c0dd4960d5551888f827946c4e6ede5b758554282a4d3c4eb5e3d697
acl-1,T19-C2,T19,"Recht, politie en criminaliteit",C2,script_opposition,freek,"Twee mannen worden voor hetzelfde feit verhoord. De één zegt: „Ik wil contra-expertise,” en krijgt zes maanden uitstel; de ander vraagt: „En ik?” Agent: „U krijgt vandaag nog korting, als u schuld bekent.”",gpt-5.6-terra,8d8a975ce145a6e5f806b25abad3b832261647a2f33f6a2c13558fe4f29fb8c6
acl-1,T19-E1,T19,"Recht, politie en criminaliteit",E1,validated_gtvh,none,"In de rechtszaal staan toga’s, een dossier en drie getuigen klaar; na het pleidooi valt het stil voor de uitspraak. De rechter kijkt naar de docent, die zegt: „Stop, die laatste zin nog eens, maar nu verdrietiger.”",gpt-5.6-terra,dd819d4f8e7f5cf196e3bb7fe07c4e4e36ff22f4d8ee05896d2862c73c87c469
acl-1,T19-E2,T19,"Recht, politie en criminaliteit",E2,validated_gtvh,freek,"De woordvoerder zei dat het intern onderzoek geen namen zou ontzien: er waren gespreksverslagen, privacyregels en een laptop veiliggesteld. Alleen vroegen de rechercheurs bij de melder thuis niet naar de vervalste contracten, maar naar de pdf.",gpt-5.6-terra,96691e591cfbbc31bb9e8adcd7fca44110914abb096c6620414844c85955490b
acl-1,T20-A1,T20,"Macht, gezag en sociale ongelijkheid",A1,baseline,none,"De minister zei dat iedereen gelijke kansen krijgt. Mooi, dacht ik, eindelijk mag ik ook vier keer solliciteren op mijn eigen baan voordat zijn neef hem krijgt.",gpt-5.6-terra,8b7e552b5638db15796d37ecc05be589b507a46ab2745916092af1d98c2e969c
acl-1,T20-A2,T20,"Macht, gezag en sociale ongelijkheid",A2,baseline,freek,"De minister zei dat iedereen gelijke kansen krijgt. Mooi, dacht ik, dan mag ik ook eens in een torentje besluiten dat mijn huur omhooggaat. Blijkt: gelijke kansen zijn vooral kansen om hetzelfde nieuwsbericht te lezen.",gpt-5.6-terra,1335c592a1b4a2da8f8f5a86f7cdfcbc06f938ae06b10f4784a17cf1e503c15f
acl-1,T20-C1,T20,"Macht, gezag en sociale ongelijkheid",C1,script_opposition,none,"Ik had een sollicitatiegesprek bij een bedrijf waar echt iedereen dezelfde stappen doorloopt: opleiding, ervaring, beoordelingsformulier. Op het eind vroeg de recruiter naar de meisjesnaam van mijn moeder en zette hij een kruisje bij: ‘geen interne aansluiting.’",gpt-5.6-terra,f9d5fca2ad7ef67a26a5996132386c1b0193606ade3620bd8357b5b381f93e0e
acl-1,T20-C2,T20,"Macht, gezag en sociale ongelijkheid",C2,script_opposition,freek,"Bij het loket zei de mevrouw dat mijn persoonlijke omstandigheden zorgvuldig waren geregistreerd. Ik vroeg of ze dan ook meegewogen werden; ze draaide haar scherm om: groen vinkje, ‘niet van invloed’. Fijn, de overheid luistert dus met oordoppen.",gpt-5.6-terra,bb52cbd2f49ddda9431338c394ddc847046070d26b663ed055f505280f814cb7
acl-1,T20-E1,T20,"Macht, gezag en sociale ongelijkheid",E1,validated_gtvh,none,"Tijdens mijn intake vult de man formulieren in: adres, beschikbare tijd, inkomen. Hij schuift folders van de wethouder naar me toe, vraagt hoeveel buren ik meeneem, en schrijft: stemgerechtigde huisgenoten.",gpt-5.6-terra,4cd9ae0fb10dd91e0d1acb12bccf4f8fc282976a737e3b61f0cdf6fb453b75e8
acl-1,T20-E2,T20,"Macht, gezag en sociale ongelijkheid",E2,validated_gtvh,freek,"Bij de gemeente beloofde de wethouder dat schaarste eerlijk verdeeld werd; de nieuwe sluitingstijden hingen al klaar naast de grafiek. Omdat burgers daardoor minder konden komen vertellen wat er misgaat, financierde hij een luistertour.",gpt-5.6-terra,1dced656036626e2acc860ac94d4c3e0f7bd37041c5846b631b4fcb609ca0885
