study_version,item_id,topic_id,topic,condition_code,pipeline_family,freek_style,text,model,result_sha256
acl-1,T14-C1,T14,"Klimaat, milieu en natuur",C1,script_opposition,none,We noemen de aarde onze kostbare erfenis. Daarom gooien we alles wat we niet meer willen gewoon weg — op de erfenis.,gpt-5.6-terra,fe86a595c85b4a1bd971d848599bf5edb6c17929c52b3231125b80fbf9298ac1
acl-1,T14-C2,T14,"Klimaat, milieu en natuur",C2,script_opposition,freek,"We moeten de natuur bewaren voor onze kinderen. Daarom krijgt elk bos straks een hek, een kassa en een hoofdsponsor. Dan weten ze tenminste wat het waard is.",gpt-5.6-terra,60b42ea7975fc0d96ec9e34b4f1eaececb2df4262003cc7f9d50d493f2532192
acl-1,T14-E1,T14,"Klimaat, milieu en natuur",E1,validated_gtvh,none,Na jaren overleg is het beschermd natuurgebied eindelijk hermetisch afgesloten voor indringers. De reeën staan nu bij de slagboom voor een vergunning.,gpt-5.6-terra,30fa1276baeb1dbd61d1494aeb6e6a06b3232a09883feb750808aca1ed74fb32
acl-1,T14-E2,T14,"Klimaat, milieu en natuur",E2,validated_gtvh,freek,"De natuurverbinding bewijst volgens de provincie dat asfalt en biodiversiteit samen kunnen gaan. Ja, als je onder samen verstaat: wij rijden door, zij vluchten.",gpt-5.6-terra,31fef55817f14fee504cb15e1748f2b0f72b87e08395f92d3c9de0c4ff9a9b67
acl-1,T15-A1,T15,"Corona, afstand en sociaal contact",A1,baseline,none,Tijdens corona moest iedereen anderhalve meter afstand houden. Mijn buurman vond dat zo gezellig dat hij nu alleen nog via de intercom ruzie maakt.,gpt-5.6-terra,503424a012f10ab1a9305d47bff2fa6f74a5254759951b70600cd0f484071f36
acl-1,T15-A2,T15,"Corona, afstand en sociaal contact",A2,baseline,freek,"Tijdens corona moesten we anderhalve meter afstand houden. Niet omdat we elkaar niet mochten aanraken, maar omdat nabijheid ineens een politieke keuze was. Nu mag alles weer, en in de trein zit iedereen zwijgend tegen het raam geplakt. Het virus is weg; de samenleving heeft de maatregel geïnternaliseerd.",gpt-5.6-terra,8b529842a375d98ec51eebfe0802f8a5d147242b7e2dc6bc40b9961382792d5a
acl-1,T15-C1,T15,"Corona, afstand en sociaal contact",C1,script_opposition,none,Tijdens corona miste ik het sociale contact enorm. Tot iedereen weer langs mocht komen en ik ontdekte dat ik vooral de stilte miste.,gpt-5.6-terra,158538e276aa5b48488e04b8bdbcce8250101727569d97fef1091634c0a5a105
acl-1,T15-C2,T15,"Corona, afstand en sociaal contact",C2,script_opposition,freek,"In coronatijd hielden we anderhalve meter afstand, uit zorg voor de ander. Opmerkelijk: na afloop bleef die ander precies buiten de agenda.",gpt-5.6-terra,9819c09339111894c54e448ff1e02c23714b096a373f9b8ba3b6eef12397c964
acl-1,T15-E1,T15,"Corona, afstand en sociaal contact",E1,validated_gtvh,none,Tijdens de lockdown beloofde mijn vader alleen nog op afstand te bellen; hij gebruikte netjes de belknop. Van de voordeur.,gpt-5.6-terra,c131232933c5186c2130729e7def103aa9da30e91cac4adefe451c291bb6dd1c
acl-1,T15-E2,T15,"Corona, afstand en sociaal contact",E2,validated_gtvh,freek,"Bij familie, op kantoor en in de winkel was de anderhalve meter tijdelijk nodig om elkaar veilig terug te krijgen. Veilig terugkrijgen bleek genoeg; vooral de collega’s houden we voortaan anderhalve meter blijvend.",gpt-5.6-terra,4700ebbaeb46ca30cbc9117b970244249d23643f6ee6b315a476856a6a05b79d
